iter	Logloss
310	0.09113763846
311	0.09091439614
312	0.09064395611
313	0.09026697049
314	0.08996342696
315	0.08957349337
316	0.08929137083
317	0.0889017857
318	0.08859361135
319	0.08837520159
320	0.08813002476
321	0.08780927841
322	0.08749297032
323	0.08714895065
324	0.08691540131
325	0.08659597544
326	0.08626342737
327	0.08594872401
328	0.08559392966
329	0.08536524039
330	0.08493483984
331	0.08466879221
332	0.08437114495
333	0.08401779028
334	0.08364715943
335	0.08338948397
336	0.08293902874
337	0.08259720986
338	0.08229245589
339	0.08201538599
340	0.08182709034
341	0.08159252313
342	0.08135819435
343	0.08104373859
344	0.08078296368
345	0.08057144972
346	0.08018407455
347	0.07996869087
348	0.07972412843
349	0.07947479762
350	0.0791628269
351	0.07885103959
352	0.07854947677
353	0.07834980121
354	0.07815428881
355	0.07785319365
356	0.07761560954
357	0.07730089701
358	0.07706387226
359	0.07681795267
360	0.07651992028
361	0.07622001721
362	0.07593607444
363	0.07569239231
364	0.07548282697
365	0.07516331856
366	0.07491462506
367	0.07472829635
368	0.07451962966
369	0.07425147295
370	0.07400449423
371	0.07376470933
372	0.07353431903
373	0.07331131513
374	0.07304861912
375	0.07280221811
376	0.07251236989
377	0.07230699062
378	0.07213221147
379	0.07181831507
380	0.07166235264
381	0.07144594193
382	0.07119291562
383	0.07111525077
384	0.07108342189
385	0.07078168942
386	0.07051415168
387	0.07023667372
388	0.07007227953
389	0.06987283322
390	0.06962702366
391	0.06941231856
392	0.06922499033
393	0.06904159142
394	0.06886119567
395	0.06868979564
396	0.06845233074
397	0.06815179036
398	0.06796139937
399	0.06774620368
400	0.06760846652
401	0.06729493233
402	0.06715225256
403	0.06699890815
404	0.06686565509
405	0.06668385176
406	0.06646812421
407	0.06630939704
408	0.06611002409
409	0.06592046756
410	0.06569244311
411	0.06547288711
412	0.06531556753
413	0.06513055471
414	0.06491094828
415	0.06468853584
416	0.06457636907
417	0.0644380221
418	0.06427370126
419	0.06405920707
420	0.06385947191
421	0.06374634229
422	0.06348235791
423	0.0633420715
424	0.06309040235
425	0.06299054623
426	0.0627752084
427	0.06249783589
428	0.06236639848
429	0.06220708444
430	0.06193143588
431	0.06172716618
432	0.06153473487
433	0.06127701814
434	0.06112175721
435	0.06098895807
436	0.06076363417
437	0.06052400516
438	0.06024175424
439	0.06003748454
440	0.05984408122
441	0.05965418999
442	0.05946612358
443	0.05929586521
444	0.05914877011
445	0.05895197392
446	0.058847785
447	0.05865621567
448	0.05854120621
449	0.05846625108
450	0.05836606943
451	0.05826693315
452	0.05823840086
453	0.05810767412
454	0.05795242695
455	0.05782901324
456	0.05759535386
457	0.05747957413
458	0.05728885302
459	0.05718196355
460	0.0570349785
461	0.05689350458
462	0.05671061002
463	0.05657788882
464	0.05645085757
465	0.05633124021
466	0.056142564
467	0.05597965534
468	0.05585326598
469	0.05569022435
470	0.0555982498
471	0.05538942264
472	0.05527582535
473	0.05511665344
474	0.05497020942
475	0.05484641515
476	0.05465278259
477	0.05450884195
478	0.05436742764
479	0.05424482547
480	0.0541123381
481	0.05395291402
482	0.05383165066
483	0.05363616118
484	0.05351108313
485	0.05337469394
486	0.0532638293
487	0.05311425833
488	0.05297244512
489	0.05280829393
490	0.05266024516
491	0.0525143605
492	0.05239388576
493	0.0522714945
494	0.0521104886
495	0.05191506789
496	0.05175283322
497	0.05155192889
498	0.0514236872
499	0.05128036096
500	0.05117325599
501	0.0510956049
502	0.0509588856
503	0.05081692109
504	0.05070104966
505	0.05060052872
506	0.05044283317
507	0.05034352266
508	0.05020452921
509	0.05000987878
510	0.04984433834
511	0.04973084193
512	0.04957612661
513	0.04947460615
514	0.04925809915
515	0.04910312249
516	0.04899295018
517	0.04891102131
518	0.04877438912
519	0.04866194725
520	0.04855664877
521	0.04842412472
522	0.04829162818
523	0.04815318951
524	0.04806046303
525	0.04791613267
526	0.04776587853
527	0.04766207475
528	0.04748636943
529	0.04737977798
530	0.04726471351
531	0.0471404745
532	0.04702884876
533	0.04692807564
534	0.04681893954
535	0.04667068445
536	0.04656382707
537	0.04643487013
538	0.04631139682
539	0.04616551216
540	0.04606321225
541	0.04596951375
542	0.04581864064
543	0.04568845034
544	0.04556609117
545	0.04546984342
546	0.04537459062
547	0.04526176819
548	0.04510565904
549	0.04495671621
550	0.04485476934
551	0.0447475956
552	0.04465447939
553	0.04456063876
554	0.04445763735
555	0.04435519072
556	0.04426407814
557	0.04411991743
558	0.04401631997
559	0.04393561987
560	0.04385215503
561	0.04376808497
562	0.04366385478
563	0.04355470034
564	0.0434552156
565	0.04341250658
566	0.04328464545
567	0.04319372544
568	0.04307678571
569	0.04296759
570	0.0428388027
571	0.04271829587
572	0.04268215253
573	0.0425728697
574	0.04241570601
575	0.0423272573
576	0.04223495722
577	0.04210771047
578	0.04203194838
579	0.04195294472
580	0.04183780689
581	0.04173877606
582	0.04163924089
583	0.04146924844
584	0.04133616961
585	0.04123077943
586	0.04111238626
587	0.04098174664
588	0.04086921765
589	0.04079491359
590	0.04069821651
591	0.04061899735
592	0.0405151844
593	0.04044650151
594	0.04037649815
595	0.04030627012
596	0.04021300719
597	0.04006925913
598	0.03994637269
599	0.03984209207
600	0.0397782234
601	0.03969441927
602	0.03959941406
603	0.03951879648
604	0.03941269563
605	0.03929093251
606	0.03922275396
607	0.03914701939
608	0.03907962946
609	0.03899502754
610	0.03891113171
611	0.03885092185
612	0.03874647617
613	0.03867975565
614	0.03857022065
615	0.03846427569
616	0.03839996457
617	0.03828150492
618	0.03821584353
619	0.03814301812
620	0.03807031421
621	0.0379925141
622	0.03792152267
623	0.0378354444
624	0.03776183037
625	0.03768607286
626	0.03758587746
627	0.03752383131
628	0.03743209747
629	0.0373434837
630	0.0372445698
631	0.03716836067
632	0.03707491893
633	0.03706172796
634	0.03695718371
635	0.03687128195
636	0.03680866727
637	0.03673199507
638	0.03663180883
639	0.03655988436
640	0.03645428327
641	0.03635662794
642	0.03628327296
643	0.03626982065
644	0.03620961079
645	0.03615194559
646	0.03607059213
647	0.03601475633
648	0.03589722514
649	0.03581130963
650	0.03573723481
651	0.03566609438
652	0.03561132917
653	0.03552979919
654	0.03547334671
655	0.03541530554
656	0.0353477368
657	0.03527501913
658	0.03519755602
659	0.03511106051
660	0.03504944765
661	0.0349800495
662	0.03492660018
663	0.03485520986
664	0.03477481695
665	0.03470537066
666	0.03464262073
667	0.0345761776
668	0.03450909486
669	0.03444929536
670	0.03438245333
671	0.03432739698
672	0.03425697409
673	0.03418881847
674	0.03411575923
675	0.03406318793
676	0.03396025529
677	0.03389924306
678	0.03381725
679	0.03376304874
680	0.03369691968
681	0.03362908501
682	0.03356862985
683	0.03352049681
684	0.03345314356
685	0.03338086605
686	0.03332893436
687	0.03326415099
688	0.03319397798
689	0.03314241308
690	0.03307624734
691	0.03301013204
692	0.03294764115
693	0.0328991138
694	0.03284120789
695	0.03278569533
696	0.03268369115
697	0.03262309845
698	0.03256632044
699	0.03251254559
700	0.03245215233
701	0.03239795566
702	0.03234216112
703	0.03228478248
704	0.03221689738
705	0.03212460876
706	0.03205916973
707	0.03198791238
708	0.0319212996
709	0.03186657108
710	0.03179719815
711	0.03174990645
712	0.03170763529
713	0.03162221725
714	0.03154372252
715	0.03149127731
716	0.03143532001
717	0.03134947098
718	0.03124795281
719	0.03121030331
720	0.03114410547
721	0.03108006945
722	0.03101500181
723	0.03094013838
724	0.03085152232
725	0.03080511093
726	0.0307525809
727	0.03066287591
728	0.03059098812
729	0.0305408056
730	0.0304670288
731	0.03041747442
732	0.03037071916
733	0.03033019029
734	0.03027280477
735	0.03021843617
736	0.03016401025
737	0.03012256439
738	0.0300684342
739	0.03001665152
740	0.02994981408
741	0.02990432427
742	0.02984739955
743	0.02974863694
744	0.02963442757
745	0.02959360755
746	0.02954628147
747	0.02947253218
748	0.02942200349
749	0.0293714129
750	0.02930108859
751	0.02924522987
752	0.0292053131
753	0.02915538733
754	0.02908457701
755	0.02904380973
756	0.02899032831
757	0.02894625755
758	0.02885033534
759	0.02879196405
760	0.02873365925
761	0.02867623934
762	0.02862951618
763	0.02858702724
764	0.02852759682
765	0.02848892029
766	0.02842255051
767	0.02835547007
768	0.0282875758
769	0.02822823249
770	0.02818870544
771	0.02812045813
772	0.02804472125
773	0.02799823422
774	0.02795367058
775	0.02789991636
776	0.02783666666
777	0.02776589073
778	0.02771994013
779	0.02767221286
780	0.02762950842
781	0.02757937633
782	0.02754205695
783	0.02749321552
784	0.02745063718
785	0.02740675669
786	0.0273357859
787	0.0272849569
788	0.02723566844
789	0.02719400708
790	0.02713077802
791	0.02707715676
792	0.02702725392
793	0.02697523053
794	0.02692174682
795	0.02686828375
796	0.02683091393
797	0.02676646068
798	0.02670029493
799	0.02665802149
800	0.02661322172
801	0.02653868611
802	0.02649467267
803	0.02645573249
804	0.02642904795
805	0.02638039451
806	0.02633156685
807	0.02626554553
808	0.02620909764
809	0.0261729864
810	0.02610793022
811	0.02606999186
812	0.02602336957
813	0.02596475757
814	0.02590223918
815	0.02586198312
816	0.02583021613
817	0.02576832129
818	0.02571563996
819	0.02567203687
820	0.02563004769
821	0.02559629312
822	0.02555663311
823	0.02550728963
824	0.02544870743
825	0.0253889469
826	0.02534844096
827	0.0253094664
828	0.02527621618
829	0.0252256531
830	0.0251498933
831	0.02510485053
832	0.02505242366
833	0.02500052177
834	0.02497027241
835	0.02491870981
836	0.02486911187
837	0.02483141422
838	0.02479621539
839	0.02475171823
840	0.02471503386
841	0.0246810936
842	0.02461865315
843	0.0245804374
844	0.02453937439
845	0.02450580551
846	0.02446926557
847	0.02442707465
848	0.02439341866
849	0.02435405667
850	0.02431745713
851	0.02428021798
852	0.02421986827
853	0.02418867671
854	0.02412312764
855	0.0240896092
856	0.02404734034
857	0.02397176853
858	0.02394035459
859	0.02389812699
860	0.02385698832
861	0.02381550349
862	0.02378757413
863	0.02373139446
864	0.02368476299
865	0.02365581806
866	0.02360882209
867	0.02357626878
868	0.02353001329
869	0.02349444995
870	0.02343979936
871	0.02341189751
872	0.02337768445
873	0.02333975526
874	0.02329820395
875	0.02326314266
876	0.02320920046
877	0.02316396512
878	0.02312325514
879	0.0230962038
880	0.02305156451
881	0.02302007492
882	0.02297580242
883	0.02293967284
884	0.02290979945
885	0.02287533879
886	0.02283090812
887	0.02278149128
888	0.02275016675
889	0.02271938324
890	0.02268581665
891	0.02265639489
892	0.02262411668
893	0.02258188449
894	0.02254948708
895	0.02251195449
896	0.02246223505
897	0.02242506238
898	0.02238465731
899	0.0223518014
900	0.02231909449
901	0.02229343469
902	0.02226133071
903	0.02222925654
904	0.02220565081
905	0.02217751054
906	0.022135448
907	0.02210821784
908	0.02207756959
909	0.02203647219
910	0.02200252047
911	0.0219725485
912	0.02191793689
913	0.02189213954
914	0.02186461137
915	0.02182911451
916	0.02179671709
917	0.02175624783
918	0.02172204164
919	0.02168868138
920	0.02165865898
921	0.02163361586
922	0.0216028805
923	0.02157023778
924	0.02153940155
925	0.02150308169
926	0.02146625977
927	0.02142464656
928	0.02137104594
929	0.02133715611
930	0.02129447002
931	0.02124740986
932	0.02122493203
933	0.02118787857
934	0.02115718676
935	0.02112202919
936	0.02108597297
937	0.02106151673
938	0.02102886255
939	0.02098376476
940	0.02096197926
941	0.0209376193
942	0.02090876836
943	0.02088259275
944	0.02084740767
945	0.02081664709
946	0.02078017134
947	0.02074807882
948	0.02071448244
949	0.02068999639
950	0.02064314714
951	0.02061711825
952	0.02058322613
953	0.02055807756
954	0.02051206277
955	0.02047950029
956	0.02045413622
957	0.02042404963
958	0.02039782588
959	0.02036787684
960	0.02033994519
961	0.02030951702
962	0.02026712894
963	0.0202355339
964	0.02018924172
965	0.02015937292
966	0.02013322252
967	0.02008548608
968	0.02005289151
969	0.02002981076
970	0.02000042796
971	0.01998078823
972	0.0199409196
973	0.01991028281
974	0.01988662206
975	0.01986106542
976	0.01983289306
977	0.01980147224
978	0.01977248834
979	0.01974587028
980	0.01970253082
981	0.01967712091
982	0.01964529203
983	0.01961974914
984	0.01958958461
985	0.0195610592
986	0.01952953064
987	0.01950491162
988	0.01947463476
989	0.0194474367
990	0.01941966094
991	0.0193975522
992	0.01937916646
993	0.01934527205
994	0.01931893826
995	0.01928312962
996	0.01925881092
997	0.01923815104
998	0.01921110199
999	0.01918433607
